name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston	, Texas",2023-08-06,98.8,80.7,88.1,105.8,87.5,96.2,74.3,67.1,0,0,0,,0,0,30,18.2,190.8,1014.9,23.3,9.9,225.1,19.5,10,75,2023-08-06T06:43:52,2023-08-06T20:10:36,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-07,100.3,82.3,88.6,109.2,91,98.4,75.5,68.4,0,0,0,,0,0,30,21.2,186.3,1015.3,24.8,9.8,128.6,11.1,8,75,2023-08-07T06:44:28,2023-08-07T20:09:46,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-08,98.9,80.8,88,108.3,88,96.7,74.8,68,0,0,0,,0,0,29.4,21.5,187.5,1014.7,25.8,9.8,197.3,17.1,10,75,2023-08-08T06:45:03,2023-08-08T20:08:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-09,97.3,82.3,88,106.6,92.2,97.9,75.8,70,0,0,0,,0,0,33.8,24.6,186.4,1011.8,39.6,9.5,231,19.8,10,75,2023-08-09T06:45:38,2023-08-09T20:08:03,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-10,98.1,82.3,88.6,107.2,90.6,98.5,75.6,68,0,0,0,,0,0,28.9,22.2,192.3,1010.8,28,9.3,223.8,19.4,9,75,2023-08-10T06:46:13,2023-08-10T20:07:10,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-11,99,82.4,88.6,106.6,92.5,98.6,75.8,69.1,0,0,0,,0,0,28.6,18.6,181.1,1012.2,39.2,9.2,232.7,19.9,10,100,2023-08-11T06:46:48,2023-08-11T20:06:15,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-12,99,82.6,88.6,108.3,93,99.9,76.8,71.2,0,0,0,,0,0,28.1,23.2,180.2,1013.8,53.4,8.6,187.3,16.1,10,100,2023-08-12T06:47:23,2023-08-12T20:05:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-13,99.9,80.6,88.2,106.6,88,97.4,75.4,69.5,0,0,0,,0,0,23,19,185.2,1014.6,28.5,8.9,231.4,20,9,75,2023-08-13T06:47:58,2023-08-13T20:04:24,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-14,101,80.7,88.5,106.2,87.4,97,74.5,67.2,0,0,0,,0,0,32.7,20.1,198.3,1015.5,36.4,9.3,217.6,18.9,9,75,2023-08-14T06:48:33,2023-08-14T20:03:27,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-15,100.9,82.6,90.4,105.3,91.4,98.9,73.5,61.6,0,0,0,,0,0,22.9,13.2,302.5,1015.7,35.2,9.9,197.6,17,9,100,2023-08-15T06:49:08,2023-08-15T20:02:29,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-16,98.1,80.4,88.6,97.6,81,88.4,58,38.4,0,0,0,,0,0,27.7,17.2,68.9,1014.2,23.6,9.9,231.1,20,9,30,2023-08-16T06:49:42,2023-08-16T20:01:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-17,102.2,78.5,87.9,104.3,78.5,92.1,71.1,62.7,0,0,0,,0,0,31.1,20.9,193.3,1012.6,20.6,9.6,240.3,20.8,9,75,2023-08-17T06:50:16,2023-08-17T20:00:30,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-18,100.5,80.6,87.6,103.9,87.2,93.8,72.7,65.9,0,0,0,,0,0,23.2,16.1,180.8,1013.6,27.5,9.6,213.5,18.3,9,75,2023-08-18T06:50:51,2023-08-18T19:59:29,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-19,100.7,80.6,88.1,107.3,86.4,95.1,73.3,65.8,0,0,0,,0,0,20.5,16.6,199,1014.1,25.1,9.8,225.8,19.3,9,75,2023-08-19T06:51:25,2023-08-19T19:58:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-20,104.2,82.4,90.9,108.4,92.4,99.3,73.4,61.8,0,0,0,,0,0,21.9,17.5,242.5,1014.4,26.8,9.8,210.4,18,9,75,2023-08-20T06:51:59,2023-08-20T19:57:25,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-21,95.5,81.7,88.8,102.2,90.8,97.1,73.9,63.7,0,0,0,,0,0,30.2,20.9,125.7,1015.2,23.6,9.8,141.4,12.2,7,75,2023-08-21T06:52:32,2023-08-21T19:56:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-22,91.9,82.6,87.1,101,91.3,96.6,75.3,68.9,0.008,100,8.33,rain,0,0,39.2,23.8,110.7,1014.4,44,8.4,154,13.2,8,60,2023-08-22T06:53:06,2023-08-22T19:55:18,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-23,99,82.1,89.7,102.1,90.2,96.2,71.5,59.1,0,0,0,,0,0,19.7,13.6,140.1,1015,24.8,9.9,209.4,18.1,9,75,2023-08-23T06:53:39,2023-08-23T19:54:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-24,105.2,81.6,91.1,109.7,87.4,96.9,70.4,54.7,0.001,100,4.17,rain,0,0,26.6,14.9,259.3,1013.9,53,9.8,203.4,17.7,9,60,2023-08-24T06:54:13,2023-08-24T19:53:08,0.25,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-25,98.9,84.3,90.5,103.8,86.4,94.9,68.1,49.1,0,0,0,,0,0,28.9,17.4,139.6,1013.7,33.9,9.9,209.8,18.2,9,60,2023-08-25T06:54:46,2023-08-25T19:52:02,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-26,101.3,81.1,89.4,102.7,88.3,95.1,70.3,59.3,0,0,0,,0,0,19.7,13.4,175.4,1012.8,23.9,9.8,204.7,17.8,9,75,2023-08-26T06:55:19,2023-08-26T19:50:55,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-27,106.1,80.6,90.7,106.8,85.4,94.4,67.8,54,0,0,0,,0,0,37.7,23.1,298.9,1009.6,21,9.8,200.6,17.5,9,30,2023-08-27T06:55:52,2023-08-27T19:49:48,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-28,95.5,78.9,87,100.7,78.9,90.9,69.3,57.2,0,0,0,,0,0,21.9,14.6,21.8,1009.4,30.5,9.9,218.2,19,10,30,2023-08-28T06:56:25,2023-08-28T19:48:40,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-29,93.8,79.7,87.2,92.6,79.7,88.7,64.3,49.2,0,0,0,,0,0,31.3,19.6,33,1010.1,32.5,9.9,165.8,14.2,9,30,2023-08-29T06:56:57,2023-08-29T19:47:31,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-30,96.7,78,87.4,95,78,86.5,57.1,37.4,0,0,0,,0,0,30.1,15.2,35.9,1009.9,15.9,9.9,195.6,16.9,9,10,2023-08-30T06:57:30,2023-08-30T19:46:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-31,97.1,80.2,87.6,95,80.7,87.5,59.6,40.8,0,0,0,,0,0,23,12.5,69.9,1010.9,24.2,9.8,181.2,15.8,9,10,2023-08-31T06:58:02,2023-08-31T19:45:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-01,97.8,80.2,87.8,95.8,82.7,88.9,62.8,46.1,0,0,0,,0,0,21.9,13.5,88,1013.8,26.3,9.9,165.5,14.3,8,30,2023-09-01T06:58:35,2023-09-01T19:44:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-02,96.9,80.5,87.2,99.7,84.9,92.6,70.9,60.6,0,0,0,,0,0,21.9,16.2,128.9,1015.1,39.9,9.9,164.5,14.2,9,30,2023-09-02T06:59:07,2023-09-02T19:42:52,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-03,96.4,80.6,86.5,101.5,86.5,93.2,73.1,66.9,0,0,0,,0,0,32.2,21.6,168.3,1014,23.2,9.9,189.8,16.5,9,60,2023-09-03T06:59:39,2023-09-03T19:41:41,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-04,92.1,80.7,85.9,102.3,87.4,94.7,75.3,71.7,0.1,100,12.5,rain,0,0,27.5,18.2,163.1,1011.6,42.4,9.8,139.8,12.2,9,75,2023-09-04T07:00:11,2023-09-04T19:40:30,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-05,96.1,82.5,87.3,106.6,92.6,97.5,76.2,71.5,0.004,100,4.17,rain,0,0,27.7,22.1,160,1012.2,42.2,9.7,135.1,11.9,9,75,2023-09-05T07:00:43,2023-09-05T19:39:18,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-06,98.6,82,88.1,104,90.1,95.8,73.6,65.1,0,0,0,,0,0,25.3,16.4,165.9,1013.9,24.4,9.8,167.7,14.6,9,75,2023-09-06T07:01:15,2023-09-06T19:38:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-07,99.1,80.7,88.5,106.4,86.5,96.2,73.4,63.6,0,0,0,,0,0,21.9,18.2,208.9,1012.9,31.4,9.9,152.8,13.1,9,75,2023-09-07T07:01:47,2023-09-07T19:36:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-08,101.6,80.7,87.6,105.7,87.3,95.5,74,67.2,0,0,0,,0,0,40.5,25.3,183.8,1012.8,13.9,9.8,183.7,16,9,75,2023-09-08T07:02:18,2023-09-08T19:35:40,0.79,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-09,95.3,72.4,85.4,95.9,72.4,88.5,67.8,59.4,0.09,100,12.5,rain,0,0,42.5,15.7,92.5,1014.7,28.3,9.7,161.1,13.9,9,75,2023-09-09T07:02:50,2023-09-09T19:34:27,0.82,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-10,93.6,77.2,85.6,90.9,77.2,85.2,58.5,42.5,0,0,0,,0,0,26.4,13.8,60.6,1015.9,41.1,9.9,174.5,15.1,9,30,2023-09-10T07:03:22,2023-09-10T19:33:13,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-11,94.6,73.3,83.6,92.9,73.3,83.9,60.2,46.8,0,0,0,,0,0,19.7,16.7,110.3,1015,22.7,9.9,173.3,15.1,9,10,2023-09-11T07:03:54,2023-09-11T19:32:00,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-12,96,78.4,85.7,96.8,78.4,88.8,68,57.4,0,0,0,,0,0,23,17.1,177.1,1013.9,48.7,9.9,164.7,14.1,9,30,2023-09-12T07:04:25,2023-09-12T19:30:46,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-13,93.4,79.2,84.9,96.2,79.2,88.4,69.7,62.2,0,0,0,,0,0,23,10.9,242.3,1013.4,64.1,9.9,112.2,9.7,6,30,2023-09-13T07:04:57,2023-09-13T19:29:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-14,86.6,76.4,79.1,94.5,76.4,80.4,73.4,83.3,0.284,100,29.17,rain,0,0,34.4,12,112.5,1013.2,67.9,8.2,53.7,4.6,2,60,2023-09-14T07:05:29,2023-09-14T19:28:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-15,91.3,73.6,78,98.8,73.6,79.6,72.3,83.6,0.364,100,45.83,rain,0,0,44.2,19,87.8,1014.2,54.9,8.1,67.4,5.8,6,30,2023-09-15T07:06:00,2023-09-15T19:27:03,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-16,90.5,73.6,78.1,96.2,73.6,79.5,71.1,80.7,0.145,100,20.83,rain,0,0,23.3,12,25.6,1015.2,28,9.4,83.2,7.2,8,30,2023-09-16T07:06:32,2023-09-16T19:25:48,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-17,91.6,75,82.4,91.2,75,82.5,64.7,59.2,0.002,100,4.17,rain,0,0,17.2,9.4,13.8,1015.6,34.9,9.9,162.3,14,8,30,2023-09-17T07:07:04,2023-09-17T19:24:34,0.09,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-18,92.5,76.5,83.8,89.3,76.5,83,58.6,45.5,0,0,0,,0,0,17.2,11.4,87.1,1015.5,51.2,9.9,168.6,14.8,9,10,2023-09-18T07:07:36,2023-09-18T19:23:19,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-19,91.5,76.4,83,88.9,76.4,82.7,60.7,49,0,0,0,,0,0,21.9,15.2,126.1,1013.6,38.7,9.9,171.4,14.9,9,10,2023-09-19T07:08:08,2023-09-19T19:22:05,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-20,91.5,77.8,83.5,93.3,77.8,85.7,69.1,63.6,0,0,0,,0,0,23,16.3,141.6,1012.2,32.9,9.9,106.5,9.2,9,60,2023-09-20T07:08:40,2023-09-20T19:20:50,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-21,94,80.1,85.6,101.7,85.2,92.4,73.7,69.5,0,0,0,,0,0,22.1,17.5,134.3,1014,28.9,9.9,116.3,10.2,9,75,2023-09-21T07:09:12,2023-09-21T19:19:35,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-22,94.1,80.2,85.3,99.4,85.5,91.2,72.8,68.2,0,0,0,,0,0,29.7,17.2,158.7,1013.7,20.2,9.9,138.1,12,9,75,2023-09-22T07:09:44,2023-09-22T19:18:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-23,94.4,78.7,85.2,99.8,78.7,90.6,73.1,69.4,0,0,0,,0,0,23,16.9,164.7,1012.2,20.3,9.9,128.1,11.1,8,60,2023-09-23T07:10:16,2023-09-23T19:17:06,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-24,95.3,78.6,84.9,103.6,78.6,90.9,73.8,71.2,0,0,0,,0,0,32,22.9,173.4,1011.2,19.7,9.9,74.5,6.5,4,60,2023-09-24T07:10:49,2023-09-24T19:15:52,0.34,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-25,93.6,73.8,81.7,98.6,73.8,86,72.5,75.2,0.626,100,33.33,rain,0,0,23.4,13.7,153,1014.2,58.5,9.3,136.9,11.9,8,60,2023-09-25T07:11:21,2023-09-25T19:14:38,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-26,91.6,75,81.4,97.2,75,84.1,70.7,72.2,0,0,0,,0,0,35.6,11.5,49.1,1015.5,43.6,9.8,134.7,11.6,9,60,2023-09-26T07:11:54,2023-09-26T19:13:23,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-27,91.8,78.3,83.4,95.6,78.3,87.2,72,70.1,0.001,100,4.17,rain,0,0,17.2,13.6,136.7,1014,26.5,9.9,78.9,6.7,9,60,2023-09-27T07:12:27,2023-09-27T19:12:10,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-28,93.2,78.5,83.8,96.7,78.5,87.7,71.7,68.8,0,0,0,,0,0,21.9,11.1,119.7,1013.4,39.1,9.9,83.3,7.2,7,60,2023-09-28T07:13:00,2023-09-28T19:10:56,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-29,90,77.7,83,94.2,77.7,86.2,71,68.6,0,0,0,,0,0,23.9,14.6,107.3,1014,41.3,9.8,143.8,12.4,8,75,2023-09-29T07:13:33,2023-09-29T19:09:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-09-30,90.6,77,83.3,93.6,77,86.5,70.6,67.7,0,0,0,,0,0,24.6,15.5,107.3,1015.6,19.5,9.8,174,14.9,9,60,2023-09-30T07:14:07,2023-09-30T19:08:29,0.54,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-01,91.6,75.3,82.9,90.8,75.3,84.4,67.4,62.5,0,0,0,,0,0,29.6,18.1,107.6,1016.3,21.3,9.8,130.3,11.2,8,30,2023-10-01T07:14:41,2023-10-01T19:07:17,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-02,89.9,75.2,81.7,89.1,75.2,82.6,66.7,62.7,0,0,0,,0,0,31.1,22.5,111.1,1015.8,21.9,9.6,117,10.1,8,15,2023-10-02T07:15:15,2023-10-02T19:06:04,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-03,80.5,75.3,77.1,85.2,75.3,77.5,74.5,92,0.91,100,70.83,rain,0,0,20.8,13.8,105.4,1013.4,92.3,5.3,17,1.6,1,60,2023-10-03T07:15:49,2023-10-03T19:04:52,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-04,84.2,77.5,79.9,94.2,77.5,82.6,76,88.1,0.301,100,58.33,rain,0,0,30.2,18.8,145.3,1012.3,94,7.1,54.5,4.8,2,60,2023-10-04T07:16:23,2023-10-04T19:03:40,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-05,80.7,71.8,75.3,85.4,71.8,75.7,70.9,86.6,0.548,100,33.33,rain,0,0,25.3,20,41.2,1013.7,71.3,7.7,28.8,2.4,2,30,2023-10-05T07:16:58,2023-10-05T19:02:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-06,82.8,68.2,75.5,83.1,68.2,75.5,62.1,66,0,0,0,,0,0,26.4,16.5,19,1016.8,16.9,9.9,114.8,9.9,9,10,2023-10-06T07:17:33,2023-10-06T19:01:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-07,76.8,66.2,71.1,76.8,66.2,71.1,52.6,52.6,0,0,0,,0,0,30,15.8,17.1,1021.1,22.9,9.9,129.8,11.3,9,10,2023-10-07T07:18:09,2023-10-07T19:00:08,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-08,73.5,58.8,66.7,73.5,58.8,66.7,41.2,40.8,0,0,0,,0,0,19.7,11.4,70.6,1019.9,44.9,9.9,79,7,5,10,2023-10-08T07:18:44,2023-10-08T18:58:58,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-09,80.9,63.3,71.2,80,63.3,71.1,49.3,47.3,0,0,0,,0,0,16.1,12.6,199.7,1014.3,40.2,9.9,137.5,11.9,8,10,2023-10-09T07:19:20,2023-10-09T18:57:48,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-10,79.1,68.1,73.9,79.1,68.1,73.9,61.3,65.2,0,0,0,,0,0,16.1,11.2,144.4,1011.4,57.9,9.9,45,4,3,10,2023-10-10T07:19:57,2023-10-10T18:56:40,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-11,71.6,66,67.5,71.6,66,67.5,62.1,83.3,0.226,100,54.17,rain,0,0,28.9,18.2,85.2,1006.8,77.1,7.9,54.3,4.6,5,10,2023-10-11T07:20:33,2023-10-11T18:55:31,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-12,79,63.3,70,79,63.3,70,62.9,78.8,0,0,0,,0,0,21.4,14.6,123.9,1006.3,59.1,9.9,114,9.8,8,10,2023-10-12T07:21:10,2023-10-12T18:54:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-13,88.4,69.3,77.9,93,69.3,80.1,70.2,78.8,0,0,0,,0,0,15,12.1,126.1,1009.4,54.1,9.9,89.6,7.8,7,30,2023-10-13T07:21:48,2023-10-13T18:53:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-14,78.7,64.7,70.8,78.7,64.7,70.8,44.9,40.2,0,0,0,,0,0,28.9,20.2,344.8,1017.4,38.2,9.9,118.3,10.2,8,10,2023-10-14T07:22:26,2023-10-14T18:52:11,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-15,70.2,57.1,63.9,70.2,57.1,63.9,44.7,50.4,0,0,0,,0,0,34.1,20.6,347.7,1020.5,33.2,9.9,117,10.2,8,10,2023-10-15T07:23:04,2023-10-15T18:51:05,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
